,level_0,index,Unnamed: 0,Unnamed: 0.1,Date,Team,Acquired,Relinquished,Notes,Affected Player,Season,Injury Type,Injury Part,Injury Duration,foot,knee,lower leg,upper leg,back,arm,hand,upper body,core and hip,head and neck,foot_count,knee_count,lower leg_count,upper leg_count,back_count,arm_count,hand_count,upper body_count,core and hip_count,head and neck_count,Total Duration,Total num. of inj,days since start,Season Type,Date_adjusted,7_day_back,28_day_back,playoff start date,days_since_start_of_playoffs,player_id,Team_id
1568,1916,1916,1916,27355.0,2018-11-26,Celtics,,Jaylen Brown,placed on IL with bruised lower back,Jaylen Brown,2018-19,bruised lower back,back,10,2,0,0,0,0,0,0,0,11,16,1,0,0,0,1,0,0,0,1,2,29,5,41,Regular Season,11/26/2018,11/19/2018,10/29/2018,04/13/2019,0,1627759,1610612738
1569,1917,1917,1917,27368.0,2018-11-28,Magic,,Aaron Gordon,placed on IL with tightness in lower back,Aaron Gordon,2018-19,tightness in lower back,back,2,65,0,11,0,0,0,0,0,0,7,5,0,1,0,1,0,0,0,0,2,83,9,43,Regular Season,11/28/2018,11/21/2018,10/31/2018,04/13/2019,0,203932,1610612753
1570,1918,1918,1918,27373.0,2018-11-28,Pelicans,,Frank Jackson,placed on IL with sprained right ankle,Frank Jackson,2018-19,sprained right ankle,foot,4,349,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,349,2,43,Regular Season,11/28/2018,11/21/2018,10/31/2018,04/13/2019,0,1628402,1610612740
1571,1919,1919,1919,27380.0,2018-11-30,Cavaliers,,David Nwaba,placed on IL with sore right knee,David Nwaba,2018-19,sore right knee,knee,12,24,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,26,3,45,Regular Season,11/30/2018,11/23/2018,11/02/2018,04/13/2019,0,1628021,1610612739
1572,1920,1920,1920,27381.0,2018-11-30,Cavaliers,,Sam Dekker,placed on IL with sprained left ankle,Sam Dekker,2018-19,sprained left ankle,foot,10,21,0,0,0,249,0,26,0,0,0,2,0,0,0,3,0,1,0,0,0,296,6,45,Regular Season,11/30/2018,11/23/2018,11/02/2018,04/13/2019,0,1626155,1610612739
1573,1921,1921,1921,27388.0,2018-11-30,Nets,,Joe Harris,placed on IL with adductor injury,Joe Harris,2018-19,adductor injury,upper leg,3,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,2,45,Regular Season,11/30/2018,11/23/2018,11/02/2018,04/13/2019,0,203925,1610612751
1574,1922,1922,1922,27390.0,2018-11-30,Suns,,T.J. Warren,placed on IL with sore right ankle,T.J. Warren,2018-19,sore right ankle,foot,10,225,195,0,0,12,0,11,0,0,2,2,1,0,0,3,0,1,0,0,1,445,8,45,Regular Season,11/30/2018,11/23/2018,11/02/2018,04/13/2019,0,203933,1610612756
1575,1923,1923,1923,27393.0,2018-12-01,Bucks,,Ersan Ilyasova,placed on IL with concussion,Ersan Ilyasova,2018-19,concussion,head and neck,6,178,15,2,0,5,0,167,12,0,39,2,3,1,0,1,0,1,1,0,4,418,13,46,Regular Season,12/01/2018,11/24/2018,11/03/2018,04/13/2019,0,101141,1610612749
1576,1924,1924,1924,27397.0,2018-12-01,Kings,,Marvin Bagley III,placed on IL with back spasms,Marvin Bagley III,2018-19,back spasms,back,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,Regular Season,12/01/2018,11/24/2018,11/03/2018,04/13/2019,0,1628963,1610612758
1577,1925,1925,1925,27407.0,2018-12-02,Hornets,,Cody Zeller,placed on IL with sore ribs,Cody Zeller,2018-19,sore ribs,core and hip,3,2,265,0,32,0,0,0,213,0,5,1,3,0,2,0,0,0,5,1,1,517,13,47,Regular Season,12/02/2018,11/25/2018,11/04/2018,04/13/2019,0,203469,1610612766
1578,1926,1926,1926,27404.0,2018-12-02,76ers,,Wilson Chandler,placed on IL with bruised left quadricep,Wilson Chandler,2018-19,bruised left quadricep,upper leg,3,7,0,356,52,8,0,0,4,346,2,2,0,3,6,2,0,0,1,3,1,775,18,47,Regular Season,12/02/2018,11/25/2018,11/04/2018,04/13/2019,0,201163,1610612755
1579,1927,1927,1927,27410.0,2018-12-02,Mavericks,,Maxi Kleber,placed on IL with sore right knee,Maxi Kleber,2018-19,sore right knee,knee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Regular Season,12/02/2018,11/25/2018,11/04/2018,04/13/2019,0,1628467,1610612742
1580,1928,1928,1928,27409.0,2018-12-02,Mavericks,,Luka Doncic,placed on IL with strained right hip,Luka Doncic,2018-19,strained right hip,core and hip,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Regular Season,12/02/2018,11/25/2018,11/04/2018,04/13/2019,0,1629029,1610612742
1581,1929,1929,1929,27416.0,2018-12-03,Warriors,,Damian Jones,placed on IL with torn pectoral muscle,Damian Jones,2018-19,torn pectoral muscle,upper body,162,0,0,0,36,0,0,0,44,0,0,0,0,0,1,0,0,0,2,0,0,80,3,48,Regular Season,12/03/2018,11/26/2018,11/05/2018,04/13/2019,0,1627745,1610612744
1582,1930,1930,1930,27413.0,2018-12-03,Knicks,,Trey Burke,placed on IL with sprained right knee,Trey Burke,2018-19,sprained right knee,knee,13,0,0,0,0,5,0,21,0,0,0,0,1,0,0,1,0,1,0,0,0,26,3,48,Regular Season,12/03/2018,11/26/2018,11/05/2018,04/13/2019,0,203504,1610612752
1583,1931,1931,1931,27421.0,2018-12-04,Suns,,Devin Booker,placed on IL with strained left hamstring,Devin Booker,2018-19,strained left hamstring,upper leg,11,8,0,0,25,0,0,189,0,10,0,4,0,0,3,0,0,1,0,2,0,232,10,49,Regular Season,12/04/2018,11/27/2018,11/06/2018,04/13/2019,0,1626164,1610612756
1584,1932,1932,1932,27429.0,2018-12-05,Hawks,,Taurean Prince,placed on IL with left ankle injury,Taurean Prince,2018-19,left ankle injury,foot,39,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,50,Regular Season,12/05/2018,11/28/2018,11/07/2018,04/13/2019,0,1627752,1610612737
1585,1933,1933,1933,27431.0,2018-12-05,Hornets,,Marvin Williams,placed on IL with strained right shoulder,Marvin Williams,2018-19,strained right shoulder,upper body,2,18,11,0,0,60,0,46,4,3,6,3,1,0,0,4,0,3,2,1,2,148,16,50,Regular Season,12/05/2018,11/28/2018,11/07/2018,04/13/2019,0,101107,1610612766
1586,1934,1934,1934,27427.0,2018-12-05,Cavaliers,,Ante Zizic,placed on IL with left knee injury,Ante Zizic,2018-19,left knee injury,knee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Regular Season,12/05/2018,11/28/2018,11/07/2018,04/13/2019,0,1627790,1610612739
1587,1935,1935,1935,27438.0,2018-12-05,Pistons,,Reggie Bullock,placed on IL with sprained left ankle,Reggie Bullock,2018-19,sprained left ankle,foot,10,21,227,0,70,12,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,330,8,50,Regular Season,12/05/2018,11/28/2018,11/07/2018,04/13/2019,0,203493,1610612765
1588,1936,1936,1936,27433.0,2018-12-05,Mavericks,,Dennis Smith Jr.,placed on IL with sprained right wrist,Dennis Smith Jr.,2018-19,sprained right wrist,hand,8,4,180,0,0,0,0,0,0,10,0,1,4,0,0,0,0,1,0,1,0,194,7,50,Regular Season,12/05/2018,11/28/2018,11/07/2018,04/13/2019,0,1628372,1610612742
1589,1937,1937,1937,27434.0,2018-12-05,Mavericks,,Salah Mejri,placed on IL with sore left knee,Salah Mejri,2018-19,sore left knee,knee,3,0,6,0,21,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,27,4,50,Regular Season,12/05/2018,11/28/2018,11/07/2018,04/13/2019,0,1626257,1610612742
1590,1938,1938,1938,27436.0,2018-12-05,Nuggets,,Gary Harris,placed on IL with right hip injury,Gary Harris,2018-19,right hip injury,core and hip,27,27,0,0,10,0,110,0,6,0,0,2,0,0,1,0,1,0,1,1,0,153,6,50,Regular Season,12/05/2018,11/28/2018,11/07/2018,04/13/2019,0,203914,1610612743
1591,1939,1939,1939,27440.0,2018-12-06,Trail Blazers,,CJ McCollum,placed on IL with sprained left ankle,CJ McCollum,2018-19,sprained left ankle,foot,2,71,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,1,0,0,0,97,4,51,Regular Season,12/06/2018,11/29/2018,11/08/2018,04/13/2019,0,203468,1610612757
1592,1940,1940,1940,27454.0,2018-12-07,Lakers,,Brandon Ingram,placed on IL with sprained left ankle,Brandon Ingram,2018-19,sprained left ankle,foot,14,0,6,0,4,0,0,0,0,25,183,1,1,0,1,0,0,0,0,1,1,218,5,52,Regular Season,12/07/2018,11/30/2018,11/09/2018,04/13/2019,0,1627742,1610612747
1593,1941,1941,1941,27456.0,2018-12-07,Pistons,,Ish Smith,placed on IL with right adductor injury,Ish Smith,2018-19,right adductor injury,upper leg,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,Regular Season,12/07/2018,11/30/2018,11/09/2018,04/13/2019,0,202397,1610612765
1594,1942,1942,1942,27462.0,2018-12-08,Celtics,,Aron Baynes,placed on IL with sprained left ankle,Aron Baynes,2018-19,sprained left ankle,foot,2,4,0,0,8,0,2,0,0,10,1,2,0,0,1,0,1,0,0,2,1,25,7,53,Regular Season,12/08/2018,12/01/2018,11/10/2018,04/13/2019,0,203382,1610612738
1595,1943,1943,1943,27464.0,2018-12-08,Hawks,,Miles Plumlee,placed on IL with left knee injury,Miles Plumlee,2018-19,left knee injury,knee,21,0,0,24,33,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,57,3,53,Regular Season,12/08/2018,12/01/2018,11/10/2018,04/13/2019,0,203101,1610612737
1596,1944,1944,1944,27465.0,2018-12-08,Hawks,,Omari Spellman,placed on IL with right hip injury,Omari Spellman,2018-19,right hip injury,core and hip,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,53,Regular Season,12/08/2018,12/01/2018,11/10/2018,04/13/2019,0,1629016,1610612737
1597,1945,1945,1945,27470.0,2018-12-08,Nuggets,,Paul Millsap,placed on IL with right big toe injury,Paul Millsap,2018-19,right big toe injury,foot,21,0,26,0,0,0,1,99,8,2,0,1,4,0,0,0,1,1,1,1,0,136,9,53,Regular Season,12/08/2018,12/01/2018,11/10/2018,04/13/2019,0,200794,1610612743
1598,1946,1946,1946,27468.0,2018-12-08,Mavericks,,Maxi Kleber,placed on IL with left big toe injury,Maxi Kleber,2018-19,left big toe injury,foot,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,53,Regular Season,12/08/2018,12/01/2018,11/10/2018,04/13/2019,0,1628467,1610612742
1599,1947,1947,1947,27472.0,2018-12-08,Timberwolves,,Robert Covington,placed on IL with sore right knee,Robert Covington,2018-19,sore right knee,knee,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,53,Regular Season,12/08/2018,12/01/2018,11/10/2018,04/13/2019,0,203496,1610612750
1600,1948,1948,1948,27475.0,2018-12-09,Pistons,,Stanley Johnson,placed on IL with bruised left knee,Stanley Johnson,2018-19,bruised left knee,knee,3,0,0,0,0,6,0,0,0,18,0,0,1,0,0,1,0,0,0,3,0,24,5,54,Regular Season,12/09/2018,12/02/2018,11/11/2018,04/13/2019,0,1626169,1610612765
1601,1949,1949,1949,27492.0,2018-12-10,Pelicans,,E'Twaun Moore,placed on IL with lower leg injury,E'Twaun Moore,2018-19,lower leg injury,upper leg,6,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,3,55,Regular Season,12/10/2018,12/03/2018,11/12/2018,04/13/2019,0,202734,1610612740
1602,1950,1950,1950,27486.0,2018-12-10,Celtics,,Kyrie Irving,placed on IL with sore right shoulder,Kyrie Irving,2018-19,sore right shoulder,upper body,2,2,65,0,8,0,15,20,22,0,7,1,4,0,2,0,1,1,3,0,2,139,14,55,Regular Season,12/10/2018,12/03/2018,11/12/2018,04/13/2019,0,202681,1610612738
1603,1951,1951,1951,27485.0,2018-12-10,Celtics,,Guerschon Yabusele,placed on IL with sprained right ankle,Guerschon Yabusele,2018-19,sprained right ankle,foot,11,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,55,Regular Season,12/10/2018,12/03/2018,11/12/2018,04/13/2019,0,1627824,1610612738
1604,1952,1952,1952,27483.0,2018-12-10,Celtics,,Al Horford,placed on IL with sore left knee,Al Horford,2018-19,sore left knee,knee,13,12,25,0,3,7,3,0,227,0,21,4,3,0,1,1,1,0,2,0,2,298,14,55,Regular Season,12/10/2018,12/03/2018,11/12/2018,04/13/2019,0,201143,1610612738
1605,1953,1953,1953,27498.0,2018-12-11,Raptors,,Kawhi Leonard,placed on IL with right hip injury,Kawhi Leonard,2018-19,right hip injury,core and hip,3,12,34,0,320,0,0,62,6,0,5,3,4,0,4,0,0,3,1,1,2,439,18,56,Regular Season,12/11/2018,12/04/2018,11/13/2018,04/13/2019,0,202695,1610612761
1606,1954,1954,1954,27504.0,2018-12-12,Cavaliers,,Tristan Thompson,placed on IL with sprained left foot ,Tristan Thompson,2018-19,sprained left foot ,foot,21,21,0,39,0,0,0,7,0,0,0,3,0,1,0,0,0,1,0,0,0,67,5,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,202684,1610612739
1607,1955,1955,1955,27510.0,2018-12-12,Jazz,,Raul Neto,placed on IL with right thigh injury,Raul Neto,2018-19,right thigh injury,upper leg,3,0,0,0,40,0,0,26,0,0,33,0,0,0,5,0,0,1,0,0,1,99,7,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,203526,1610612762
1608,1956,1956,1956,27500.0,2018-12-12,76ers,,Jimmy Butler,placed on IL with strained groin,Jimmy Butler,2018-19,strained groin,upper leg,4,22,41,2,0,0,20,3,8,0,0,1,1,1,1,0,1,1,1,0,0,96,7,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,202710,1610612755
1609,1957,1957,1957,27511.0,2018-12-12,Knicks,,Allonzo Trier,placed on IL with strained left hamstring,Allonzo Trier,2018-19,strained left hamstring,upper leg,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,1629019,1610612752
1610,1958,1958,1958,27521.0,2018-12-12,Wizards,,Otto Porter Jr.,placed on IL with bruised right knee / right quadriceps injury,Otto Porter Jr.,2018-19,bruised right knee ,knee,21,2,0,0,6,4,0,0,0,42,0,1,1,0,2,1,0,0,0,2,0,54,7,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,203490,1610612764
1611,1959,1959,1959,27519.0,2018-12-12,Rockets,,James Ennis III,placed on IL with strained right hamstring,James Ennis III,2018-19,strained right hamstring,upper leg,22,0,10,4,7,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,21,5,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,203516,1610612745
1612,1960,1960,1960,27520.0,2018-12-12,Warriors,,Andre Iguodala,placed on IL with right hip injury,Andre Iguodala,2018-19,right hip injury,core and hip,5,57,34,8,28,4,0,6,0,3,0,4,6,2,3,2,0,1,0,2,0,140,20,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,2738,1610612744
1613,1961,1961,1961,27515.0,2018-12-12,Pelicans,,Nikola Mirotic,placed on IL with right ankle injury,Nikola Mirotic,2018-19,right ankle injury,foot,28,4,2,0,0,0,0,0,0,0,50,2,1,0,0,0,0,0,0,0,1,56,4,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,202703,1610612740
1614,1962,1962,1962,27517.0,2018-12-12,Pistons,,Henry Ellenson,placed on IL with sprained left ankle,Henry Ellenson,2018-19,sprained left ankle,foot,38,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,57,Regular Season,12/12/2018,12/05/2018,11/14/2018,04/13/2019,0,1627740,1610612765
1615,1963,1963,1963,27523.0,2018-12-13,Clippers,,Lou Williams,placed on IL with left hamstring injury,Lou Williams,2018-19,left hamstring injury,upper leg,7,2,16,0,11,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,29,4,58,Regular Season,12/13/2018,12/06/2018,11/15/2018,04/13/2019,0,101150,1610612746
1616,1964,1964,1964,27525.0,2018-12-13,Mavericks,,J.J. Barea,placed on IL with sprained left ankle,J.J. Barea,2018-19,sprained left ankle,foot,5,36,0,26,44,0,0,0,0,186,0,4,0,1,1,0,0,0,0,3,0,292,9,58,Regular Season,12/13/2018,12/06/2018,11/15/2018,04/13/2019,0,200826,1610612742
1617,1965,1965,1965,27532.0,2018-12-14,Bucks,,Malcolm Brogdon,placed on IL with left hamstring injury,Malcolm Brogdon,2018-19,left hamstring injury,upper leg,5,0,0,3,66,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,71,4,59,Regular Season,12/14/2018,12/07/2018,11/16/2018,04/13/2019,0,1627763,1610612749
1618,1966,1966,1966,27536.0,2018-12-14,Heat,,Goran Dragic,placed on IL with sore right knee,Goran Dragic,2018-19,sore right knee,knee,71,18,22,19,0,3,0,0,0,1,0,2,3,2,0,1,0,0,0,1,0,63,9,59,Regular Season,12/14/2018,12/07/2018,11/16/2018,04/13/2019,0,201609,1610612748
1619,1967,1967,1967,27540.0,2018-12-14,Nets,,Allen Crabbe,placed on IL with sore right knee,Allen Crabbe,2018-19,sore right knee,knee,54,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,59,Regular Season,12/14/2018,12/07/2018,11/16/2018,04/13/2019,0,203459,1610612751
1620,1968,1968,1968,27542.0,2018-12-14,Raptors,,Jonas Valanciunas,placed on IL with left thumb injury,Jonas Valanciunas,2018-19,left thumb injury,hand,57,9,0,0,0,2,0,75,0,0,4,1,0,0,0,1,0,4,0,0,1,90,7,59,Regular Season,12/14/2018,12/07/2018,11/16/2018,04/13/2019,0,202685,1610612761
1621,1969,1969,1969,27546.0,2018-12-15,Bulls,,Zach LaVine,placed on IL with left ankle injury,Zach LaVine,2018-19,left ankle injury,foot,11,0,544,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,0,1,0,548,6,60,Regular Season,12/15/2018,12/08/2018,11/17/2018,04/13/2019,0,203897,1610612741
1622,1970,1970,1970,27548.0,2018-12-15,Grizzlies,,Kyle Anderson,placed on IL with sprained left ankle,Kyle Anderson,2018-19,sprained left ankle,foot,2,70,18,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,88,4,60,Regular Season,12/15/2018,12/08/2018,11/17/2018,04/13/2019,0,203937,1610612763
1623,1971,1971,1971,27556.0,2018-12-16,Kings,,Marvin Bagley III,placed on IL with left knee injury,Marvin Bagley III,2018-19,left knee injury,knee,22,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,61,Regular Season,12/16/2018,12/09/2018,11/18/2018,04/13/2019,0,1628963,1610612758
1624,1972,1972,1972,27557.0,2018-12-16,Knicks,,Mitchell Robinson,"placed on IL with left ankle, groin injury",Mitchell Robinson,2018-19,"left ankle, groin injury",foot,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,Regular Season,12/16/2018,12/09/2018,11/18/2018,04/13/2019,0,1629011,1610612752
1625,1973,1973,1973,27561.0,2018-12-16,Nets,,Dzanan Musa,placed on IL with left shoulder subluxation,Dzanan Musa,2018-19,left shoulder subluxation,upper body,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,Regular Season,12/16/2018,12/09/2018,11/18/2018,04/13/2019,0,1629058,1610612751
1626,1974,1974,1974,27560.0,2018-12-16,Mavericks,,Dennis Smith Jr.,placed on IL with sprained right wrist,Dennis Smith Jr.,2018-19,sprained right wrist,hand,12,4,180,0,0,0,0,8,0,10,0,1,4,0,0,0,0,2,0,1,0,202,8,61,Regular Season,12/16/2018,12/09/2018,11/18/2018,04/13/2019,0,1628372,1610612742
1627,1975,1975,1975,27565.0,2018-12-16,Raptors,,Fred VanVleet,placed on IL with sore lower back,Fred VanVleet,2018-19,sore lower back,back,3,9,3,0,0,2,0,3,10,0,0,1,1,0,0,2,0,1,2,0,0,27,7,61,Regular Season,12/16/2018,12/09/2018,11/18/2018,04/13/2019,0,1627832,1610612761
1628,1976,1976,1976,27566.0,2018-12-16,Raptors,,Kyle Lowry,placed on IL with left thigh injury,Kyle Lowry,2018-19,left thigh injury,upper leg,6,54,7,0,0,36,14,40,0,0,0,3,1,0,1,5,1,1,0,0,0,151,12,61,Regular Season,12/16/2018,12/09/2018,11/18/2018,04/13/2019,0,200768,1610612761
1629,1977,1977,1977,27563.0,2018-12-16,Pacers,,Tyreke Evans,placed on IL with bruised right knee,Tyreke Evans,2018-19,bruised right knee,knee,2,37,354,0,0,0,0,0,0,19,9,4,4,0,0,0,0,0,0,1,1,419,10,61,Regular Season,12/16/2018,12/09/2018,11/18/2018,04/13/2019,0,201936,1610612754
1630,1978,1978,1978,27570.0,2018-12-17,Bucks,,Ersan Ilyasova,placed on IL with fractured nose,Ersan Ilyasova,2018-19,fractured nose,head and neck,18,178,15,2,0,5,0,167,12,0,45,2,3,1,0,1,0,1,1,0,5,424,14,62,Regular Season,12/17/2018,12/10/2018,11/19/2018,04/13/2019,0,101141,1610612749
1631,1979,1979,1979,27573.0,2018-12-17,Grizzlies,,Mike Conley,placed on IL with left hamstring injury,Mike Conley,2018-19,left hamstring injury,upper leg,2,332,0,0,0,10,0,0,0,0,10,3,0,0,1,1,0,0,0,0,2,352,7,62,Regular Season,12/17/2018,12/10/2018,11/19/2018,04/13/2019,0,201144,1610612763
1632,1980,1980,1980,27580.0,2018-12-18,Mavericks,,Maxi Kleber,placed on IL with toe injury,Maxi Kleber,2018-19,toe injury,foot,2,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,3,63,Regular Season,12/18/2018,12/11/2018,11/20/2018,04/13/2019,0,1628467,1610612742
1633,1981,1981,1981,27588.0,2018-12-19,Celtics,,Marcus Morris Sr.,placed on IR with sore right knee,Marcus Morris Sr.,2018-19,placed on IR with sore right knee,knee,4,6,20,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,26,5,64,Regular Season,12/19/2018,12/12/2018,11/21/2018,04/13/2019,0,202694,1610612738
1634,1982,1982,1982,27589.0,2018-12-19,Grizzlies,,Joakim Noah,placed on IL with right heel injury,Joakim Noah,2018-19,right heel injury,foot,7,74,3,0,51,0,0,67,274,0,3,10,1,0,1,0,0,1,2,0,1,472,16,64,Regular Season,12/19/2018,12/12/2018,11/21/2018,04/13/2019,0,201149,1610612763
1635,1983,1983,1983,27594.0,2018-12-19,Pelicans,,Julius Randle,placed on IL with sprained right ankle,Julius Randle,2018-19,sprained right ankle,foot,2,0,0,319,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,319,2,64,Regular Season,12/19/2018,12/12/2018,11/21/2018,04/13/2019,0,203944,1610612740
1636,1984,1984,1984,27598.0,2018-12-19,Timberwolves,,Jeff Teague,placed on IL with left ankle injury,Jeff Teague,2018-19,left ankle injury,foot,16,9,23,0,6,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,38,6,64,Regular Season,12/19/2018,12/12/2018,11/21/2018,04/13/2019,0,201952,1610612750
1637,1985,1985,1985,27603.0,2018-12-21,Celtics,,Aron Baynes,placed on IL with fractured left hand,Aron Baynes,2018-19,fractured left hand,hand,26,6,0,0,8,0,2,0,0,10,1,2,0,0,1,0,1,1,0,2,1,27,8,66,Regular Season,12/21/2018,12/14/2018,11/23/2018,04/13/2019,0,203382,1610612738
1638,1986,1986,1986,27609.0,2018-12-21,Magic,,Jonathon Simmons,placed on IL with sprained right ankle,Jonathon Simmons,2018-19,sprained right ankle,foot,2,0,0,0,0,0,0,195,0,0,0,1,0,0,0,0,0,2,0,0,0,195,3,66,Regular Season,12/21/2018,12/14/2018,11/23/2018,04/13/2019,0,203613,1610612753
1639,1987,1987,1987,27616.0,2018-12-22,Warriors,,Jacob Evans,placed on IL with left foot injury,Jacob Evans,2018-19,left foot injury,foot,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,Regular Season,12/22/2018,12/15/2018,11/24/2018,04/13/2019,0,1628980,1610612744
1640,1988,1988,1988,27615.0,2018-12-22,Rockets,,Chris Paul,placed on IL with strained left hamstring,Chris Paul,2018-19,strained left hamstring,upper leg,36,51,71,3,4,0,0,187,34,10,3,3,2,1,2,0,0,3,1,2,1,363,15,67,Regular Season,12/22/2018,12/15/2018,11/24/2018,04/13/2019,0,101108,1610612745
1641,1989,1989,1989,27611.0,2018-12-22,76ers,,Wilson Chandler,placed on IL with bruised left quadricep,Wilson Chandler,2018-19,bruised left quadricep,upper leg,3,7,0,356,55,8,0,0,4,346,2,2,0,3,7,2,0,0,1,3,1,778,19,67,Regular Season,12/22/2018,12/15/2018,11/24/2018,04/13/2019,0,201163,1610612755
1642,1990,1990,1990,27618.0,2018-12-23,Cavaliers,,Rodney Hood,placed on IL with left Achilles injury,Rodney Hood,2018-19,left Achilles injury,foot,3,64,24,4,0,8,0,0,0,0,0,6,2,1,0,2,0,0,0,0,0,100,11,68,Regular Season,12/23/2018,12/16/2018,11/25/2018,04/13/2019,0,203918,1610612739
1643,1991,1991,1991,27623.0,2018-12-23,Hawks,,John Collins,placed on IL with sprained left ankle,John Collins,2018-19,sprained left ankle,foot,3,31,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,1,0,0,41,3,68,Regular Season,12/23/2018,12/16/2018,11/25/2018,04/13/2019,0,1628381,1610612737
1644,1992,1992,1992,27628.0,2018-12-23,Pacers,,Tyreke Evans,placed on IL with bruised right knee,Tyreke Evans,2018-19,bruised right knee,knee,3,37,356,0,0,0,0,0,0,19,9,4,5,0,0,0,0,0,0,1,1,421,11,68,Regular Season,12/23/2018,12/16/2018,11/25/2018,04/13/2019,0,201936,1610612754
1645,1993,1993,1993,27629.0,2018-12-23,Timberwolves,,Derrick Rose,placed on IL with sore left ankle,Derrick Rose,2018-19,sore left ankle,foot,3,307,357,3,0,9,3,0,0,0,1,11,4,1,0,2,1,0,0,0,1,680,20,68,Regular Season,12/23/2018,12/16/2018,11/25/2018,04/13/2019,0,201565,1610612750
1646,1994,1994,1994,27636.0,2018-12-26,Cavaliers,,David Nwaba,placed on IL with sprained left ankle,David Nwaba,2018-19,sprained left ankle,foot,38,24,14,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,38,4,71,Regular Season,12/26/2018,12/19/2018,11/28/2018,04/13/2019,0,1628021,1610612739
1647,1995,1995,1995,27648.0,2018-12-26,Raptors,,Kyle Lowry,placed on IL with sore lower back,Kyle Lowry,2018-19,sore lower back,back,8,54,7,0,6,36,14,40,0,0,0,3,1,0,1,6,1,1,0,0,0,157,13,71,Regular Season,12/26/2018,12/19/2018,11/28/2018,04/13/2019,0,200768,1610612761
1648,1996,1996,1996,27655.0,2018-12-27,Lakers,,LeBron James,placed on IL with strained left groin,LeBron James,2018-19,strained left groin,upper leg,35,16,16,0,2,3,0,0,0,0,4,6,2,0,2,2,0,0,0,0,1,41,13,72,Regular Season,12/27/2018,12/20/2018,11/29/2018,04/13/2019,0,2544,1610612747
