,level_0,index,Unnamed: 0,Unnamed: 0.1,Date,Team,Acquired,Relinquished,Notes,Affected Player,Season,Injury Type,Injury Part,Injury Duration,foot,knee,lower leg,upper leg,back,arm,hand,upper body,core and hip,head and neck,foot_count,knee_count,lower leg_count,upper leg_count,back_count,arm_count,hand_count,upper body_count,core and hip_count,head and neck_count,Total Duration,Total num. of inj,days since start,Season Type,Date_adjusted,7_day_back,28_day_back,playoff start date,days_since_start_of_playoffs,player_id,Team_id
79,128,128,128,19118.0,2014-01-02,Cavaliers,,Kyrie Irving,placed on IL with bruised left knee,Kyrie Irving,2013-14,bruised left knee,knee,5,0,0,0,0,0,0,20,19,0,5,0,1,0,0,0,0,1,1,0,1,44,4,65,Regular Season,01/02/2014,12/26/2013,12/05/2013,04/19/2014,0,202681,1610612739
80,129,129,129,19130.0,2014-01-04,Heat,,Shane Battier,placed on IL with sore quadriceps,Shane Battier,2013-14,sore quadriceps,upper leg,11,38,199,9,0,0,0,3,0,0,0,3,3,2,1,0,0,1,0,0,0,249,10,67,Regular Season,01/04/2014,12/28/2013,12/07/2013,04/19/2014,0,2203,1610612748
81,130,130,130,19136.0,2014-01-06,Clippers,,Chris Paul,placed on IL with separated right shoulder,Chris Paul,2013-14,separated right shoulder,upper body,34,51,45,3,0,0,0,3,0,5,3,3,1,1,0,0,0,1,1,1,1,110,9,69,Regular Season,01/06/2014,12/30/2013,12/09/2013,04/19/2014,0,101108,1610612746
82,131,131,131,19146.0,2014-01-07,Cavaliers,,Jarrett Jack,placed on IL with back spasms,Jarrett Jack,2013-14,back spasms,back,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,Regular Season,01/07/2014,12/31/2013,12/10/2013,04/19/2014,0,101127,1610612739
83,132,132,132,19149.0,2014-01-07,Knicks,,Metta World Peace,placed on IL with sore left knee,Metta World Peace,2013-14,sore left knee,knee,17,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,70,Regular Season,01/07/2014,12/31/2013,12/10/2013,04/19/2014,0,1897,1610612752
84,133,133,133,19154.0,2014-01-07,Suns,,Eric Bledsoe,placed on IL with sprained right knee,Eric Bledsoe,2013-14,sprained right knee,knee,64,0,35,0,13,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,48,4,70,Regular Season,01/07/2014,12/31/2013,12/10/2013,04/19/2014,0,202339,1610612756
85,134,134,134,19158.0,2014-01-08,Pacers,,Lance Stephenson,placed on IL with bruised right knee,Lance Stephenson,2013-14,bruised right knee,knee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,Regular Season,01/08/2014,01/01/2014,12/11/2013,04/19/2014,0,202362,1610612754
86,135,135,135,19156.0,2014-01-08,Mavericks,,Shawn Marion,placed on IL with bruised right shoulder,Shawn Marion,2013-14,bruised right shoulder,upper body,28,0,74,16,12,0,0,3,0,0,0,0,2,3,1,0,0,1,1,0,0,105,8,71,Regular Season,01/08/2014,01/01/2014,12/11/2013,04/19/2014,0,1890,1610612742
87,136,136,136,19160.0,2014-01-08,Timberwolves,,Luc Mbah a Moute,placed on IL with strained left groin,Luc Mbah a Moute,2013-14,strained left groin,upper leg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,Regular Season,01/08/2014,01/01/2014,12/11/2013,04/19/2014,0,201601,1610612750
88,137,137,137,19171.0,2014-01-11,Nets,,Deron Williams,placed on IL with sprained left ankle,Deron Williams,2013-14,sprained left ankle,foot,9,33,2,8,0,0,0,13,0,0,0,4,1,3,0,0,0,2,0,0,0,56,10,74,Regular Season,01/11/2014,01/04/2014,12/14/2013,04/19/2014,0,101114,1610612751
89,138,138,138,19174.0,2014-01-12,Spurs,,Tiago Splitter,placed on IL with sprained right shoulder,Tiago Splitter,2013-14,sprained right shoulder,upper body,20,15,0,12,9,1,0,0,0,0,0,2,0,2,1,1,0,0,1,0,0,37,7,75,Regular Season,01/12/2014,01/05/2014,12/15/2013,04/19/2014,0,201168,1610612759
90,139,139,139,19179.0,2014-01-13,Mavericks,,Shane Larkin,placed on IL with sprained right ankle,Shane Larkin,2013-14,sprained right ankle,foot,2,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,2,76,Regular Season,01/13/2014,01/06/2014,12/16/2013,04/19/2014,0,203499,1610612742
91,140,140,140,19177.0,2014-01-13,Jazz,,Gordon Hayward,placed on IL with strained left hip flexor,Gordon Hayward,2013-14,strained left hip flexor,core and hip,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,Regular Season,01/13/2014,01/06/2014,12/16/2013,04/19/2014,0,202330,1610612762
92,141,141,141,19182.0,2014-01-14,Hornets,,Jeffery Taylor,placed on IL with torn right Achilles tendon (out for season),Jeffery Taylor,2013-14,torn right Achilles tendon ,foot,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,Regular Season,01/14/2014,01/07/2014,12/17/2013,04/19/2014,0,203106,1610612766
93,142,142,142,19191.0,2014-01-15,Heat,,Mario Chalmers,placed on IL with strained right Achilles,Mario Chalmers,2013-14,strained right Achilles,foot,2,7,7,0,0,0,0,22,0,2,0,2,1,0,0,0,0,2,0,1,0,38,6,78,Regular Season,01/15/2014,01/08/2014,12/18/2013,04/19/2014,0,201596,1610612748
94,143,143,143,19190.0,2014-01-15,Heat,,Chris Andersen,placed on IL with body soreness / knee injury,Chris Andersen,2013-14,body soreness ,knee,5,8,65,0,0,20,9,76,33,15,0,1,8,0,0,2,1,2,1,1,0,226,16,78,Regular Season,01/15/2014,01/08/2014,12/18/2013,04/19/2014,0,2365,1610612748
95,144,144,144,19198.0,2014-01-15,Spurs,,Danny Green,placed on IL with fractured left index finger,Danny Green,2013-14,fractured left index finger,hand,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,Regular Season,01/15/2014,01/08/2014,12/18/2013,04/19/2014,0,201980,1610612759
96,145,145,145,19194.0,2014-01-15,Mavericks,,Gal Mekel,placed on IL with bruised knee,Gal Mekel,2013-14,bruised knee,knee,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,Regular Season,01/15/2014,01/08/2014,12/18/2013,04/19/2014,0,203539,1610612742
97,146,146,146,19212.0,2014-01-18,Rockets,,Francisco Garcia,placed on IL with left knee tendinitis,Francisco Garcia,2013-14,left knee tendinitis,knee,4,18,0,0,69,10,111,5,0,0,0,1,1,0,2,1,1,2,0,0,0,213,8,81,Regular Season,01/18/2014,01/11/2014,12/21/2013,04/19/2014,0,101128,1610612745
98,147,147,147,19223.0,2014-01-20,Heat,,Dwyane Wade,placed on IL with sore knees,Dwyane Wade,2013-14,sore knees,knee,6,23,17,2,9,0,0,39,61,2,3,4,9,1,1,0,0,5,2,1,1,156,24,83,Regular Season,01/20/2014,01/13/2014,12/23/2013,04/19/2014,0,2548,1610612748
99,148,148,148,19228.0,2014-01-20,Rockets,,Omer Asik,placed on IL with bruised right thigh,Omer Asik,2013-14,bruised right thigh,upper leg,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,Regular Season,01/20/2014,01/13/2014,12/23/2013,04/19/2014,0,201600,1610612745
100,149,149,149,19230.0,2014-01-21,Jazz,,Derrick Favors,placed on IL with hip injury,Derrick Favors,2013-14,hip injury,core and hip,17,0,0,3,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,3,84,Regular Season,01/21/2014,01/14/2014,12/24/2013,04/19/2014,0,202324,1610612762
101,150,150,150,19250.0,2014-01-24,Knicks,,Andrea Bargnani,placed on IL with torn ligament in left elbow (out for season),Andrea Bargnani,2013-14,torn ligament in left elbow ,arm,158,182,8,0,229,4,261,0,0,0,0,3,1,0,4,2,3,0,0,0,0,684,13,87,Regular Season,01/24/2014,01/17/2014,12/27/2013,04/19/2014,0,200745,1610612752
102,151,151,151,19248.0,2014-01-24,Kings,,DeMarcus Cousins,placed on IL with ankle injury,DeMarcus Cousins,2013-14,ankle injury,foot,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,87,Regular Season,01/24/2014,01/17/2014,12/27/2013,04/19/2014,0,202326,1610612758
103,152,152,152,19256.0,2014-01-24,Spurs,,Kawhi Leonard,placed on IL with fractured right hand,Kawhi Leonard,2013-14,fractured right hand,hand,33,0,34,0,2,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,36,6,87,Regular Season,01/24/2014,01/17/2014,12/27/2013,04/19/2014,0,202695,1610612759
104,153,153,153,19260.0,2014-01-25,Hawks,,Pero Antic,placed on IL with stress fracture in right ankle,Pero Antic,2013-14,stress fracture in right ankle,foot,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,Regular Season,01/25/2014,01/18/2014,12/28/2013,04/19/2014,0,203544,1610612737
105,154,154,154,19272.0,2014-01-28,Cavaliers,,Anderson Varejao,placed on IL with bruised left knee,Anderson Varejao,2013-14,bruised left knee,knee,4,312,14,9,0,0,0,3,0,6,5,4,3,1,0,0,0,1,0,2,2,349,13,91,Regular Season,01/28/2014,01/21/2014,12/31/2013,04/19/2014,0,2760,1610612739
106,155,155,155,19274.0,2014-01-28,Knicks,,Amar'e Stoudemire,placed on IL with sprained left ankle,Amar'e Stoudemire,2013-14,sprained left ankle,foot,4,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,91,Regular Season,01/28/2014,01/21/2014,12/31/2013,04/19/2014,0,2405,1610612752
107,156,156,156,19275.0,2014-02-01,Knicks,,Iman Shumpert,placed on IL with sprained right shoulder,Iman Shumpert,2013-14,sprained right shoulder,upper body,2,0,278,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,278,4,95,Regular Season,02/01/2014,01/25/2014,01/04/2014,04/19/2014,0,202697,1610612752
108,157,157,157,19295.0,2014-02-04,Lakers,,Xavier Henry,placed on IL with bone bruise in right knee,Xavier Henry,2013-14,bone bruise in right knee,knee,27,19,19,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,38,3,98,Regular Season,02/04/2014,01/28/2014,01/07/2014,04/19/2014,0,202333,1610612747
109,158,158,158,19300.0,2014-02-05,Bucks,,Caron Butler,placed on IL with ankle injury,Caron Butler,2013-14,ankle injury,foot,13,0,302,5,0,12,0,12,0,0,0,1,6,1,0,2,0,2,0,0,0,331,12,99,Regular Season,02/05/2014,01/29/2014,01/08/2014,04/19/2014,0,2406,1610612749
110,159,159,159,19303.0,2014-02-05,Clippers,,JJ Redick,placed on IL with back injury,JJ Redick,2013-14,back injury,back,57,0,0,0,0,38,0,30,0,0,0,0,0,0,0,4,0,1,0,0,0,68,5,99,Regular Season,02/05/2014,01/29/2014,01/08/2014,04/19/2014,0,200755,1610612746
111,160,160,160,19302.0,2014-02-05,Celtics,,Vitor Faverani,placed on IL with knee injury,Vitor Faverani,2013-14,knee injury,knee,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Regular Season,02/05/2014,01/29/2014,01/08/2014,04/19/2014,0,203543,1610612738
112,161,161,161,19306.0,2014-02-05,Pelicans,,Jrue Holiday,placed on IL with stress fracture in right ankle/tibia (out for season),Jrue Holiday,2013-14,stress fracture in right ankle,foot,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Regular Season,02/05/2014,01/29/2014,01/08/2014,04/19/2014,0,201950,1610612740
113,162,162,162,19313.0,2014-02-06,Warriors,,Andrew Bogut,placed on IL with sore shoulder,Andrew Bogut,2013-14,sore shoulder,upper body,18,285,10,7,10,273,176,26,0,4,4,4,2,1,1,5,1,1,1,1,1,795,18,100,Regular Season,02/06/2014,01/30/2014,01/09/2014,04/19/2014,0,101106,1610612744
114,163,163,163,19314.0,2014-02-06,Warriors,,David Lee,placed on IL with sore shoulder,David Lee,2013-14,sore shoulder,upper body,4,24,0,11,0,2,0,0,0,4,0,1,0,1,0,1,0,0,1,1,0,41,5,100,Regular Season,02/06/2014,01/30/2014,01/09/2014,04/19/2014,0,101135,1610612744
115,164,164,164,19312.0,2014-02-06,Spurs,,Tony Parker,placed on IL with sore lower back,Tony Parker,2013-14,sore lower back,back,2,1,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,3,100,Regular Season,02/06/2014,01/30/2014,01/09/2014,04/19/2014,0,2225,1610612759
116,165,165,165,19322.0,2014-02-07,Kings,,Marcus Thornton,placed on IL with hip injury,Marcus Thornton,2013-14,hip injury,core and hip,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Regular Season,02/07/2014,01/31/2014,01/10/2014,04/19/2014,0,201977,1610612758
117,166,166,166,19332.0,2014-02-08,Timberwolves,,Kevin Martin,placed on IL with fractured left thumb,Kevin Martin,2013-14,fractured left thumb,hand,21,229,0,8,0,0,0,75,0,0,0,5,0,1,0,0,0,4,0,0,0,312,10,102,Regular Season,02/08/2014,02/01/2014,01/11/2014,04/19/2014,0,2755,1610612750
118,167,167,167,19334.0,2014-02-09,76ers,,Brandon Davies,placed on IL with fractured right pinky finger,Brandon Davies,2013-14,fractured right pinky finger,hand,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,Regular Season,02/09/2014,02/02/2014,01/12/2014,04/19/2014,0,203561,1610612755
119,168,168,168,19343.0,2014-02-10,Warriors,,Jermaine O'Neal,placed on IL with sore right wrist  / back injury ,Jermaine O'Neal,2013-14,sore right wrist  ,hand,9,22,231,11,12,2,0,111,44,5,0,4,13,4,1,1,0,3,1,2,0,438,29,104,Regular Season,02/10/2014,02/03/2014,01/13/2014,04/19/2014,0,979,1610612744
120,169,169,169,19340.0,2014-02-10,Raptors,,Amir Johnson,placed on IL with ankle injury,Amir Johnson,2013-14,ankle injury,foot,8,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,104,Regular Season,02/10/2014,02/03/2014,01/13/2014,04/19/2014,0,101161,1610612761
121,170,170,170,19342.0,2014-02-10,Rockets,,Greg Smith,placed on IL with sore right knee,Greg Smith,2013-14,sore right knee,knee,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,Regular Season,02/10/2014,02/03/2014,01/13/2014,04/19/2014,0,202962,1610612745
122,171,171,171,19346.0,2014-02-11,Heat,,Dwyane Wade,placed on IL with migraine headache,Dwyane Wade,2013-14,migraine headache,head and neck,7,23,23,2,9,0,0,39,61,2,3,4,9,1,1,0,0,5,2,1,2,162,25,105,Regular Season,02/11/2014,02/04/2014,01/14/2014,04/19/2014,0,2548,1610612748
123,172,172,172,19349.0,2014-02-12,Cavaliers,,Anderson Varejao,placed on IL with sore back,Anderson Varejao,2013-14,sore back,back,6,312,18,9,0,0,0,3,0,6,5,4,3,1,0,1,0,1,0,2,2,353,14,106,Regular Season,02/12/2014,02/05/2014,01/15/2014,04/19/2014,0,2760,1610612739
124,173,173,173,19350.0,2014-02-12,Clippers,,Willie Green,placed on IL with hip injury ,Willie Green,2013-14,hip injury ,core and hip,6,17,0,13,5,3,0,47,0,0,0,2,0,1,1,1,0,1,0,1,0,85,7,106,Regular Season,02/12/2014,02/05/2014,01/15/2014,04/19/2014,0,2584,1610612746
125,174,174,174,19348.0,2014-02-12,Trail Blazers,,Joel Freeland,placed on IL wiwth sprained MCL in right knee,Joel Freeland,2013-14,L wiwth sprained MCL in right knee,knee,63,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,1,0,1,0,7,3,106,Regular Season,02/12/2014,02/05/2014,01/15/2014,04/19/2014,0,200777,1610612757
126,175,175,175,19356.0,2014-02-18,Bucks,,Larry Sanders,placed on IL recovering from surgery to repair fractured orbital bone,Larry Sanders,2013-14,L recovering from surgery to repair fractured orbital bone,head and neck,50,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,1,42,2,112,Regular Season,02/18/2014,02/11/2014,01/21/2014,04/19/2014,0,202336,1610612749
127,176,176,176,19370.0,2014-02-18,Spurs,,Tony Parker,placed on IL with sore back,Tony Parker,2013-14,sore back,back,12,1,0,3,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,6,4,112,Regular Season,02/18/2014,02/11/2014,01/21/2014,04/19/2014,0,2225,1610612759
128,177,177,177,19374.0,2014-02-19,Trail Blazers,,Meyers Leonard,placed on IL with sprained left ankle,Meyers Leonard,2013-14,sprained left ankle,foot,10,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,2,113,Regular Season,02/19/2014,02/12/2014,01/22/2014,04/19/2014,0,203086,1610612757
129,178,178,178,19378.0,2014-02-19,Jazz,,Derrick Favors,placed on IL with sprained right hip,Derrick Favors,2013-14,sprained right hip,core and hip,5,0,0,3,0,4,0,0,0,17,0,0,0,1,0,1,0,0,0,2,0,24,4,113,Regular Season,02/19/2014,02/12/2014,01/22/2014,04/19/2014,0,202324,1610612762
130,179,179,179,19376.0,2014-02-19,Celtics,,Avery Bradley,placed on IL with sore right ankle,Avery Bradley,2013-14,sore right ankle,foot,18,26,0,0,0,0,0,0,226,0,0,2,0,0,0,0,0,0,1,0,0,252,3,113,Regular Season,02/19/2014,02/12/2014,01/22/2014,04/19/2014,0,202340,1610612738
131,180,180,180,19380.0,2014-02-19,Kings,,DeMarcus Cousins,placed on IL with strained left hip flexor,DeMarcus Cousins,2013-14,strained left hip flexor,core and hip,2,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,11,3,113,Regular Season,02/19/2014,02/12/2014,01/22/2014,04/19/2014,0,202326,1610612758
132,181,181,181,19387.0,2014-02-21,Knicks,,Iman Shumpert,placed on IL with sprained MCL in knee,Iman Shumpert,2013-14,sprained MCL in knee,knee,9,0,278,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,280,5,115,Regular Season,02/21/2014,02/14/2014,01/24/2014,04/19/2014,0,202697,1610612752
133,182,182,182,19391.0,2014-02-22,Kings,,Jason Terry,placed on IL recovering from surgery on left knee (out for season),Jason Terry,2013-14,L recovering from surgery on left knee (out for season),knee,221,0,24,4,0,0,0,19,0,0,12,0,2,1,0,0,0,1,0,0,1,59,5,116,Regular Season,02/22/2014,02/15/2014,01/25/2014,04/19/2014,0,1891,1610612758
134,183,183,183,19398.0,2014-02-23,Thunder,,Kendrick Perkins,placed on IL with left groin injury,Kendrick Perkins,2013-14,left groin injury,upper leg,39,7,246,2,0,0,0,0,22,0,0,1,4,1,1,0,0,0,4,0,0,277,11,117,Regular Season,02/23/2014,02/16/2014,01/26/2014,04/19/2014,0,2570,1610612760
135,184,184,184,19393.0,2014-02-23,Cavaliers,,Anderson Varejao,placed on IL with sore back,Anderson Varejao,2013-14,sore back,back,13,312,18,9,0,6,0,3,0,6,5,4,3,1,0,2,0,1,0,2,2,359,15,117,Regular Season,02/23/2014,02/16/2014,01/26/2014,04/19/2014,0,2760,1610612739
136,185,185,185,19395.0,2014-02-23,Heat,,LeBron James,placed on IL with fractured nose,LeBron James,2013-14,fractured nose,head and neck,4,16,2,0,2,1,0,0,0,0,0,6,1,0,1,1,0,0,0,0,1,21,10,117,Regular Season,02/23/2014,02/16/2014,01/26/2014,04/19/2014,0,2544,1610612748
137,186,186,186,19404.0,2014-02-25,Magic,,Arron Afflalo,placed on IL with sprained right ankle,Arron Afflalo,2013-14,sprained right ankle,foot,8,0,0,33,11,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,44,7,119,Regular Season,02/25/2014,02/18/2014,01/28/2014,04/19/2014,0,201167,1610612753
138,187,187,187,19405.0,2014-02-25,Wizards,,Nene,placed on IL with left knee injury,Nene,2013-14,left knee injury,knee,43,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,119,Regular Season,02/25/2014,02/18/2014,01/28/2014,04/19/2014,0,2403,1610612764
139,188,188,188,19413.0,2014-02-28,Kings,,Carl Landry,placed on IL with torn medial meniscus in right knee (out for season),Carl Landry,2013-14,torn medial meniscus in right knee ,knee,215,3,60,0,20,0,0,0,0,81,0,1,3,0,1,0,0,0,0,1,0,164,6,122,Regular Season,02/28/2014,02/21/2014,01/31/2014,04/19/2014,0,201171,1610612758
140,189,189,189,19414.0,2014-03-01,Trail Blazers,,Thomas Robinson,placed on IL with strained patella in left knee,Thomas Robinson,2013-14,strained patella in left knee,knee,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,Regular Season,03/01/2014,02/22/2014,02/01/2014,04/19/2014,0,203080,1610612757
141,190,190,190,19419.0,2014-03-01,Pistons,,Josh Harrellson,placed on IL with knee injury,Josh Harrellson,2013-14,knee injury,knee,34,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,2,0,0,0,35,3,123,Regular Season,03/01/2014,02/22/2014,02/01/2014,04/19/2014,0,202725,1610612765
142,191,191,191,19426.0,2014-03-02,Raptors,,Terrence Ross,placed on IL with sprained left ankle,Terrence Ross,2013-14,sprained left ankle,foot,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,Regular Season,03/02/2014,02/23/2014,02/02/2014,04/19/2014,0,203082,1610612761
143,192,192,192,19435.0,2014-03-03,Timberwolves,,Ronny Turiaf,placed on IL with bone bruise in right knee,Ronny Turiaf,2013-14,bone bruise in right knee,knee,30,20,25,13,0,0,64,0,0,2,0,3,5,1,0,0,1,0,0,1,0,124,11,125,Regular Season,03/03/2014,02/24/2014,02/03/2014,04/19/2014,0,101142,1610612750
144,193,193,193,19431.0,2014-03-03,Heat,,Dwyane Wade,placed on IL with sore knees,Dwyane Wade,2013-14,sore knees,knee,1,23,23,2,9,0,0,39,61,2,10,4,10,1,1,0,0,5,2,1,2,169,26,125,Regular Season,03/03/2014,02/24/2014,02/03/2014,04/19/2014,0,2548,1610612748
145,194,194,194,19447.0,2014-03-05,Wizards,,Kevin Seraphin,placed on IL with sore right knee,Kevin Seraphin,2013-14,sore right knee,knee,9,0,3,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,7,3,127,Regular Season,03/05/2014,02/26/2014,02/05/2014,04/19/2014,0,202338,1610612764
146,195,195,195,19445.0,2014-03-05,Rockets,,Greg Smith,placed on IL recovering from surgery on right knee,Greg Smith,2013-14,L recovering from surgery on right knee,knee,36,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,2,127,Regular Season,03/05/2014,02/26/2014,02/05/2014,04/19/2014,0,202962,1610612745
147,196,196,196,19452.0,2014-03-06,Suns,,Leandro Barbosa,placed on IL with sprained left big toe / fractured left hand  (out for season),Leandro Barbosa,2013-14,sprained left big toe ,foot,209,47,227,15,0,0,0,234,11,0,0,5,2,1,0,0,0,3,1,0,0,534,12,128,Regular Season,03/06/2014,02/27/2014,02/06/2014,04/19/2014,0,2571,1610612756
148,197,197,197,19450.0,2014-03-06,Spurs,,Jeff Ayres,placed on IL with finger injury,Jeff Ayres,2013-14,finger injury,hand,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,Regular Season,03/06/2014,02/27/2014,02/06/2014,04/19/2014,0,201965,1610612759
149,198,198,198,19455.0,2014-03-07,Hawks,,Gustavo Ayon,placed on IL recovering from surgery on right shoulder (out for season),Gustavo Ayon,2013-14,L recovering from surgery on right shoulder (out for season),upper body,43,0,0,8,0,0,0,0,10,0,0,0,0,1,0,0,0,0,2,0,0,18,3,129,Regular Season,03/07/2014,02/28/2014,02/07/2014,04/19/2014,0,202970,1610612737
150,199,199,199,19457.0,2014-03-07,Pacers,,C.J. Watson,placed on IL with right elbow injury,C.J. Watson,2013-14,right elbow injury,arm,7,3,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,3,129,Regular Season,03/07/2014,02/28/2014,02/07/2014,04/19/2014,0,201228,1610612754
151,200,200,200,19466.0,2014-03-08,Magic,,Victor Oladipo,placed on IL with sore left ankle,Victor Oladipo,2013-14,sore left ankle,foot,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Regular Season,03/08/2014,03/01/2014,02/08/2014,04/19/2014,0,203506,1610612753
152,201,201,201,19471.0,2014-03-09,Raptors,,Patrick Patterson,placed on IL with sprained right elbow,Patrick Patterson,2013-14,sprained right elbow,arm,22,7,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,9,3,131,Regular Season,03/09/2014,03/02/2014,02/09/2014,04/19/2014,0,202335,1610612761
153,202,202,202,19480.0,2014-03-10,Nets,,Andrei Kirilenko,placed on IL with sprained right ankle,Andrei Kirilenko,2013-14,sprained right ankle,foot,5,37,55,0,28,80,0,12,0,0,0,3,2,0,3,6,0,2,0,0,0,212,16,132,Regular Season,03/10/2014,03/03/2014,02/10/2014,04/19/2014,0,1905,1610612751
154,203,203,203,19481.0,2014-03-11,Mavericks,,Jae Crowder,placed on IL with strained abdominal muscle,Jae Crowder,2013-14,strained abdominal muscle,core and hip,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,Regular Season,03/11/2014,03/04/2014,02/11/2014,04/19/2014,0,203109,1610612742
155,204,204,204,19483.0,2014-03-11,Pacers,,Ian Mahinmi,placed on IL with bruised left hip,Ian Mahinmi,2013-14,bruised left hip,core and hip,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,Regular Season,03/11/2014,03/04/2014,02/11/2014,04/19/2014,0,101133,1610612754
156,205,205,205,19486.0,2014-03-12,Jazz,,John Lucas III,placed on IL with ankle injury,John Lucas III,2013-14,ankle injury,foot,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,Regular Season,03/12/2014,03/05/2014,02/12/2014,04/19/2014,0,101249,1610612762
157,206,206,206,19493.0,2014-03-14,Pacers,,Andrew Bynum,placed on IL with knee injury,Andrew Bynum,2013-14,knee injury,knee,1,14,451,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,465,5,136,Regular Season,03/14/2014,03/07/2014,02/14/2014,04/19/2014,0,101115,1610612754
158,207,207,207,19491.0,2014-03-14,Jazz,,Marvin Williams,placed on IL with strained back,Marvin Williams,2013-14,strained back,back,2,10,0,0,0,58,0,46,4,3,6,2,0,0,0,4,0,3,1,1,2,127,13,136,Regular Season,03/14/2014,03/07/2014,02/14/2014,04/19/2014,0,101107,1610612762
159,208,208,208,19504.0,2014-03-15,Pacers,,C.J. Watson,placed on IL with strained right hamstring / elbow injury ,C.J. Watson,2013-14,strained right hamstring ,upper leg,25,3,0,0,0,0,12,0,0,0,0,1,0,0,1,0,2,0,0,0,0,15,4,137,Regular Season,03/15/2014,03/08/2014,02/15/2014,04/19/2014,0,201228,1610612754
160,209,209,209,19502.0,2014-03-15,Nets,,Kevin Garnett,placed on IL with back spasms,Kevin Garnett,2013-14,back spasms,back,21,8,206,0,16,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,230,8,137,Regular Season,03/15/2014,03/08/2014,02/15/2014,04/19/2014,0,708,1610612751
161,210,210,210,19508.0,2014-03-16,Jazz,,Andris Biedrins,placed on IL with left shoulder injury,Andris Biedrins,2013-14,left shoulder injury,upper body,20,295,0,77,0,0,0,0,0,0,0,7,0,2,0,0,0,0,1,0,0,372,10,138,Regular Season,03/16/2014,03/09/2014,02/16/2014,04/19/2014,0,2740,1610612762
